fall_term,campus,atp_code,cds_code,high_school,city,county,cde_district,zip,lat,lon,charter,applicants,admits,enrollees,admit_rate,yield_rate,applicant_gpa,admit_gpa,enrollee_gpa,adm_african_american,adm_american_indian,adm_asian,adm_domestic_unknown,adm_hispanic_latinx,adm_int_l,adm_pacific_islander,adm_white,app_african_american,app_american_indian,app_asian,app_domestic_unknown,app_hispanic_latinx,app_int_l,app_pacific_islander,app_white,enr_african_american,enr_american_indian,enr_asian,enr_domestic_unknown,enr_hispanic_latinx,enr_int_l,enr_pacific_islander,enr_white,school_type,match_method,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met,expected_admit_rate,admit_rate_residual,peer_cohort_students,peer_ag_completers,peer_applicants,peer_admits,peer_enrollees
2018,Irvine,54439,,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,,,,,,14.0,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Irvine,51315,7616300730283.0,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Acalanes Union High,94549-2623,37.904313,-122.09906,N,76.0,15.0,3.0,0.1973684210526315,0.2,4.000909091,4.162352941,,,,5.0,5.0,,,,5.0,,,31.0,6.0,,,,34.0,,,,,,,,,High Schools (Public),uc_directory_atp,373.0,352.0,94.4,287.0,81.5,354.0,89.3,45.0,39.0,59.0,34.0,139.0,1377.0,70.0,0.0508351488743645,2695.2,2702.1,89.61,77.71,0.22447440239008637,-0.02710598133745487,340.0,248.0,154.0,94.0,50.0
2018,Irvine,54660,43694270125617.0,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95133-1703,37.366747,-121.85791,Y,8.0,3.0,,0.375,,3.752307692,,,,,,,3.0,,,,,,,,7.0,,,,,,,,,,,,High Schools (Public),name_city,65.0,48.0,73.8,48.0,100.0,48.0,75.0,8.0,5.0,23.0,0.0,0.0,327.0,297.0,0.908256880733945,2602.7,2553.9,53.85,23.44,0.21993043132548518,0.15506956867451482,71.0,45.0,26.0,14.0,8.0
2018,Irvine,53276,43696744338802.0,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Santa Clara Unified,95051-1153,37.366875,-121.98578,N,100.0,42.0,9.0,0.42,0.2142857142857142,3.898396226,4.27,4.264285714,,,32.0,,3.0,,,3.0,,,76.0,,9.0,,,10.0,,,9.0,,,,,,High Schools (Public),uc_directory_atp,458.0,451.0,98.5,48.0,10.6,461.0,80.7,53.0,60.0,193.0,23.0,43.0,1966.0,899.0,0.4572736520854527,2651.9,2609.0,75.05,47.07,0.2103855250869725,0.20961447491302748,475.0,227.0,137.0,94.0,47.0
2018,Irvine,54176,1612596113807.0,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,,,,,,58.0,25.0,3.0,0.4310344827586206,0.12,3.867567568,,,,,20.0,,,,,,6.0,,41.0,,7.0,,,,,,,,,,,,,uc_directory_atp,,,,,,,,,,,,,146.0,112.0,0.7671232876712328,,,,,,,,,,,
2018,Irvine,50011,1611190130609.0,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Alameda Unified,94501-1851,37.779051,-122.28703,Y,6.0,3.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,38.0,35.0,92.1,33.0,94.3,37.0,75.7,9.0,9.0,7.0,2.0,1.0,368.0,117.0,0.3179347826086957,2655.6,2610.2,77.5,37.84,,,85.0,52.0,38.0,28.0,17.0
2018,Irvine,50005,1611190130229.0,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Alameda Unified,94501-4406,37.764958,-122.24593,N,158.0,37.0,10.0,0.2341772151898734,0.2702702702702703,4.051340782,4.240350877,4.215,,,29.0,,,,,3.0,7.0,,117.0,,8.0,,,19.0,,,8.0,,,,,,High Schools (Public),uc_directory_atp,445.0,430.0,96.6,283.0,65.8,435.0,86.2,75.0,80.0,158.0,19.0,43.0,1776.0,410.0,0.2308558558558558,2651.0,2644.5,75.66,58.43,0.22755129250142264,0.006625922688450747,521.5,367.0,285.0,191.0,84.0
2018,Irvine,50029,1611190106401.0,ALAMEDA SCIENCE & TECHNICAL INST,Alameda,Alameda,Alameda Unified,94501-2109,37.780753,-122.2793,N,24.0,8.0,,0.3333333333333333,,4.057777778,,,,,7.0,,,,,,,,22.0,,,,,,,,,,,,,,Alternative Schools of Choice,uc_directory_atp,44.0,44.0,100.0,42.0,95.5,44.0,90.9,20.0,5.0,6.0,4.0,5.0,187.0,58.0,0.3101604278074866,2688.5,2701.8,88.89,84.44,0.24253837863873676,0.09079495469459656,85.0,52.0,38.0,28.0,17.0
2018,Irvine,50035,1611270130450.0,ALBANY HIGH SCHOOL,Albany,Alameda,Albany City Unified,94706-1422,37.896661,-122.29257,N,67.0,20.0,,0.2985074626865671,,3.958684211,4.080714286,,,,14.0,,,,,3.0,,,42.0,,,,,16.0,,,,,,,,,High Schools (Public),uc_directory_atp,282.0,262.0,92.9,175.0,66.8,266.0,86.1,56.0,29.0,80.0,12.0,52.0,1129.0,232.0,0.2054915854738706,2676.5,2693.7,83.33,74.3,0.22180068198633324,0.07670678070023385,340.0,248.0,154.0,94.0,50.0
2018,Irvine,51915,7617390730549.0,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Martinez Unified,94553-3139,38.002496,-122.13371,N,23.0,8.0,3.0,0.3478260869565217,0.375,4.160952381,,,,,3.0,,,,,,,,6.0,,5.0,,,8.0,,,,,,,,,High Schools (Public),uc_directory_atp,258.0,248.0,96.1,153.0,61.7,248.0,72.6,14.0,19.0,100.0,5.0,42.0,1185.0,275.0,0.2320675105485232,2623.4,2598.8,68.9,39.3,0.23886004633230792,0.10896604062421375,340.0,248.0,154.0,94.0,50.0
2018,Irvine,52495,1751010130583.0,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Pleasanton Unified,94566-6176,37.668296,-121.87327,N,204.0,65.0,16.0,0.3186274509803921,0.2461538461538461,3.887522659,4.193103448,4.119411765,,,38.0,8.0,,,,15.0,5.0,,125.0,16.0,6.0,,,47.0,,,11.0,,,,,,High Schools (Public),uc_directory_atp,648.0,639.0,98.6,475.0,74.3,640.0,91.4,101.0,112.0,161.0,35.0,176.0,2673.0,177.0,0.0662177328843995,2703.1,2707.3,89.66,75.72,0.2117405531628298,0.10688689781756228,521.5,367.0,285.0,191.0,84.0
2018,Irvine,54406,28662660121087.0,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Napa Valley Unified,94503-1279,38.166264,-122.2406,N,55.0,24.0,15.0,0.4363636363636363,0.625,3.99952381,,,,,21.0,,,,,,,,45.0,,6.0,,,,,,12.0,,,,,,High Schools (Public),name_city,373.0,356.0,95.4,213.0,59.8,360.0,72.5,37.0,42.0,160.0,9.0,13.0,1572.0,552.0,0.3511450381679389,2631.8,2567.7,71.35,30.73,0.22426277386072557,0.21210086250291071,352.5,153.5,79.0,43.5,23.0
2018,Irvine,50974,1611760130062.0,AMERICAN HIGH SCHOOL,Fremont,Alameda,Fremont Unified,94536-3511,37.563645,-122.01747,N,199.0,57.0,14.0,0.2864321608040201,0.2456140350877192,3.968912467,4.244777778,4.153461538,,,50.0,,4.0,,,,,,167.0,8.0,12.0,,,5.0,,,14.0,,,,,,High Schools (Public),uc_directory_atp,483.0,465.0,96.3,333.0,71.6,471.0,84.9,106.0,84.0,137.0,26.0,47.0,2273.0,439.0,0.1931368235811702,2683.5,2685.9,83.94,67.76,0.22058438872632236,0.06584777207769776,521.5,367.0,285.0,191.0,84.0
2018,Irvine,53345,49706074930400.0,ANALY HIGH SCHOOL,Sebastopol,Sonoma,West Sonoma County Union High,95472-3401,38.406988,-122.82646,N,10.0,4.0,,0.4,,3.94125,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,High Schools (Public),uc_directory_atp,270.0,257.0,95.2,135.0,52.5,265.0,79.2,15.0,26.0,133.0,9.0,27.0,1145.0,298.0,0.2602620087336244,2667.5,2617.7,85.94,45.1,0.21942522808458645,0.18057477191541357,352.5,153.5,79.0,43.5,23.0
2018,Irvine,53077,43694274332995.0,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95111-1332,37.291923,-121.83173,N,66.0,20.0,8.0,0.303030303030303,0.4,3.904444444,4.056666667,4.01,,,19.0,,,,,,,,60.0,,6.0,,,,,,7.0,,,,,,High Schools (Public),uc_directory_atp,445.0,368.0,82.7,157.0,42.7,381.0,75.1,37.0,48.0,190.0,10.0,1.0,1913.0,1304.0,0.6816518557239938,2567.7,2545.6,50.61,25.24,0.21607070526681973,0.08695959776348325,457.5,162.0,101.5,61.0,40.0
2018,Irvine,50919,48705404830170.0,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94534-9527,38.197706,-122.14461,N,36.0,9.0,3.0,0.25,0.3333333333333333,4.070526316,4.1775,4.168,,,5.0,,3.0,,,,6.0,,15.0,,10.0,,,5.0,,,,,,,,,High Schools (Public),uc_directory_atp,473.0,445.0,94.1,216.0,48.5,449.0,76.2,26.0,44.0,227.0,10.0,35.0,1838.0,582.0,0.3166485310119695,2626.0,2571.5,69.23,31.24,0.2276779029333222,0.022322097066677787,492.5,263.5,141.5,82.5,39.0
2018,Irvine,53906,43695830102368.0,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Morgan Hill Unified,95037-2641,37.158768,-121.66775,N,66.0,24.0,10.0,0.3636363636363636,0.4166666666666667,4.032989691,4.2595,4.25,,,9.0,,5.0,,,7.0,,,26.0,,16.0,,,19.0,,,4.0,,,,,4.0,High Schools (Public),uc_directory_atp,361.0,342.0,94.7,233.0,68.1,346.0,80.9,37.0,77.0,123.0,15.0,28.0,1462.0,478.0,0.3269493844049247,2643.2,2625.2,73.68,49.59,0.22792699441567213,0.13570936922069146,352.5,153.5,79.0,43.5,23.0
2018,Irvine,50115,7616480730861.0,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Antioch Unified,94509-1576,38.006279,-121.81595,N,15.0,,,,,3.676153846,,,,,,,,,,,,,5.0,,7.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,339.0,295.0,87.0,74.0,25.1,298.0,64.1,13.0,18.0,147.0,3.0,10.0,1983.0,1348.0,0.6797781139687342,2534.9,2476.2,32.77,8.76,0.19627581445551331,,318.0,92.5,53.5,30.5,16.0
2018,Irvine,53163,41690474130217.0,ARAGON HIGH SCHOOL,San Mateo,San Mateo,San Mateo Union High,94402-3357,37.549921,-122.33038,N,104.0,34.0,4.0,0.3269230769230769,0.1176470588235294,3.956153846,4.226486486,4.172,,,25.0,,,,,7.0,,,73.0,,8.0,,,20.0,,,4.0,,,,,,High Schools (Public),uc_directory_atp,375.0,361.0,96.3,278.0,77.0,363.0,88.4,50.0,50.0,122.0,23.0,76.0,1639.0,359.0,0.2190359975594875,2685.4,2665.5,84.2,62.74,0.22144675174177067,0.10547632518130626,340.0,248.0,154.0,94.0,50.0
2018,Irvine,52770,21654822131340.0,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,Tamalpais Union High,94960-1800,37.984157,-122.57197,N,27.0,9.0,,0.3333333333333333,,3.942586207,,,,,,,,,,7.0,,,,,,,,20.0,,,,,,,,,High Schools (Public),uc_directory_atp,231.0,218.0,94.4,171.0,78.4,224.0,83.9,27.0,30.0,53.0,9.0,69.0,1203.0,146.0,0.1213632585203657,2623.8,2660.2,67.14,61.61,0.2219837484020296,0.1113495849313037,108.0,60.5,29.0,18.0,12.5
2018,Irvine,54258,1612590115238.0,ARISE HIGH SCHOOL,Oakland,Alameda,Oakland Unified,94601-2940,37.776162,-122.22506,Y,12.0,7.0,,0.5833333333333334,,3.708888889,,,,,,,7.0,,,,,,,,10.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,65.0,54.0,83.1,52.0,96.3,55.0,54.5,8.0,5.0,11.0,4.0,2.0,288.0,246.0,0.8541666666666666,2619.2,2561.5,72.73,22.73,0.21549452855491785,0.3678388047784155,71.0,45.0,26.0,14.0,8.0
2018,Irvine,50910,48705404830451.0,ARMIJO HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94533-5541,38.250617,-122.03907,N,37.0,9.0,5.0,0.2432432432432432,0.5555555555555556,3.888,,,,,6.0,,,,,,,,20.0,,11.0,,,,,,3.0,,,,,,High Schools (Public),uc_directory_atp,540.0,466.0,86.3,227.0,48.7,472.0,66.9,44.0,49.0,193.0,9.0,21.0,2155.0,1350.0,0.6264501160092807,2598.9,2566.3,57.92,33.14,0.2140231707167933,0.029220072526449897,475.0,227.0,137.0,94.0,47.0
2018,Irvine,53125,1613090130849.0,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,San Lorenzo Unified,94580-1407,37.68081,-122.13836,N,69.0,26.0,6.0,0.3768115942028985,0.2307692307692307,3.97884058,4.241666667,,,,24.0,,,,,,,,59.0,,9.0,,,,,,6.0,,,,,,High Schools (Public),uc_directory_atp,418.0,394.0,94.3,208.0,52.8,394.0,77.2,41.0,77.0,175.0,7.0,4.0,1830.0,933.0,0.5098360655737705,2619.5,2608.0,64.66,47.86,0.2224200311272481,0.1543915630756504,475.0,227.0,137.0,94.0,47.0
2018,Irvine,54260,,ASPIRE GOLDEN STATE COLLG PREP ACAD,Oakland,Alameda,,,,,,16.0,5.0,,0.3125,,3.338888889,,,,,,,4.0,,,,,,,,13.0,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Irvine,51761,1612590130666.0,ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,Oakland Unified,94603-2968,37.729387,-122.18048,Y,5.0,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,49.0,37.0,75.5,36.0,97.3,41.0,78.0,4.0,13.0,9.0,4.0,2.0,515.0,466.0,0.9048543689320389,2640.5,2634.7,70.59,53.85,0.2173745866685753,,71.0,45.0,26.0,14.0,8.0
2018,Irvine,52916,38684783830288.0,BALBOA HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94112-3236,37.722073,-122.43985,N,106.0,30.0,8.0,0.2830188679245283,0.2666666666666666,3.811030928,4.153571429,,,,28.0,,,,,,,,91.0,,10.0,,,,,,8.0,,,,,,High Schools (Public),uc_directory_atp,289.0,267.0,92.4,134.0,50.2,269.0,80.3,63.0,58.0,86.0,6.0,3.0,1271.0,787.0,0.6191974822974036,2617.1,2606.5,66.55,48.01,0.2105590738818993,0.072459794042629,294.0,133.0,62.0,35.0,23.0
2018,Irvine,54301,1612590106906.0,BAY AREA TECHNOLOGY-BAYTECH,Oakland,Alameda,,,,,,5.0,,,,,4.145714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,uc_directory_atp,35.0,29.0,82.9,29.0,100.0,30.0,66.7,2.0,7.0,5.0,3.0,3.0,322.0,226.0,0.7018633540372671,2581.3,2555.7,60.61,21.21,0.25433472424446385,,71.0,45.0,26.0,14.0,8.0
2018,Irvine,50280,48705244831004.0,BENICIA HIGH SCHOOL,Benicia,Solano,Benicia Unified,94510-2428,38.062989,-122.17349,N,42.0,15.0,,0.3571428571428571,,4.016896552,4.205555556,,,,8.0,,,,,3.0,,,17.0,,9.0,,,13.0,,,,,,,,,High Schools (Public),uc_directory_atp,390.0,381.0,97.7,167.0,43.8,384.0,75.5,42.0,27.0,167.0,16.0,38.0,1621.0,374.0,0.230721776681061,2633.6,2621.8,72.92,52.29,0.2229388286779232,0.1342040284649339,340.0,248.0,154.0,94.0,50.0
2018,Irvine,50290,1611430131177.0,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Berkeley Unified,94704-1463,37.868913,-122.2712,N,143.0,25.0,,0.1748251748251748,,3.980076046,4.169769231,4.058888889,6.0,,6.0,4.0,,,,7.0,27.0,,27.0,8.0,28.0,,,52.0,,,,,,,,,High Schools (Public),uc_directory_atp,785.0,690.0,87.9,485.0,70.3,703.0,75.7,142.0,104.0,137.0,27.0,122.0,3117.0,884.0,0.2836060314404876,2599.2,2590.7,58.52,41.08,0.21979782657065597,-0.04497265174548118,492.5,263.5,141.5,82.5,39.0
2018,Irvine,53082,43694014330866.0,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95118-2201,37.254576,-121.89957,N,68.0,22.0,3.0,0.3235294117647059,0.1363636363636363,4.003266667,4.197241379,4.1,,,11.0,,,,,5.0,,,33.0,,10.0,,,17.0,,,,,,,,,High Schools (Public),uc_directory_atp,370.0,346.0,93.5,232.0,67.1,350.0,86.9,34.0,56.0,162.0,17.0,35.0,1716.0,308.0,0.1794871794871795,2680.1,2615.3,85.92,47.32,0.2241287413199775,0.09940067044472839,340.0,248.0,154.0,94.0,50.0
2018,Irvine,53596,48705734830113.0,BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,Vacaville Unified,95688-5413,38.358348,-121.98383,Y,12.0,,,,,3.939,,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,105.0,99.0,94.3,59.0,59.6,101.0,72.3,9.0,12.0,40.0,3.0,9.0,502.0,99.0,0.197211155378486,2651.4,2611.9,77.67,52.43,0.22390134885581386,,108.0,60.5,29.0,18.0,12.5
2018,Irvine,50410,41690474130472.0,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,San Mateo Union High,94010-2708,37.58202,-122.3486,N,67.0,15.0,,0.2238805970149253,,3.926326531,4.2236,,,,8.0,,,,,4.0,,,29.0,,7.0,,,26.0,,,,,,,,,High Schools (Public),uc_directory_atp,340.0,324.0,95.3,257.0,79.3,327.0,89.9,42.0,47.0,95.0,29.0,81.0,1475.0,176.0,0.119322033898305,2694.5,2668.9,88.99,62.77,0.21890727262453336,0.004973324390391942,340.0,248.0,154.0,94.0,50.0
2018,Irvine,53229,7618040730051.0,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,San Ramon Valley Unified,94583-2942,37.747296,-121.94758,N,186.0,37.0,5.0,0.1989247311827957,0.1351351351351351,3.940747664,4.184901961,4.14625,,,22.0,,,,,10.0,,,123.0,8.0,13.0,,,38.0,,,3.0,,,,,,High Schools (Public),uc_directory_atp,633.0,629.0,99.4,461.0,73.3,631.0,89.2,101.0,101.0,169.0,37.0,155.0,2763.0,193.0,0.0698516105682229,2684.4,2675.6,87.64,67.75,0.2162412109479678,-0.017316479765172116,521.5,367.0,285.0,191.0,84.0
2018,Irvine,52058,7616300731125.0,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Acalanes Union High,94556-2402,37.863519,-122.12464,N,55.0,11.0,,0.2,,4.02261194,4.144,4.12,,,5.0,,,,,,,,26.0,,,,,17.0,,,,,,,,,High Schools (Public),uc_directory_atp,314.0,310.0,98.7,248.0,80.0,312.0,88.5,51.0,24.0,43.0,29.0,129.0,1376.0,54.0,0.0392441860465116,2697.9,2687.7,90.68,71.47,0.2268515951311846,-0.026851595131184597,340.0,248.0,154.0,94.0,50.0
2018,Irvine,52810,41690474130738.0,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,San Mateo Union High,94066-5451,37.609938,-122.40628,N,43.0,10.0,,0.2325581395348837,,4.058857143,,,,,7.0,,,,,,,,21.0,,11.0,,,10.0,,,,,,,,,High Schools (Public),uc_directory_atp,296.0,281.0,94.9,183.0,65.1,288.0,84.7,24.0,53.0,146.0,10.0,11.0,1213.0,432.0,0.3561417971970321,2633.5,2605.1,72.6,42.76,0.2309163055402899,0.0016418339945937777,352.5,153.5,79.0,43.5,23.0
2018,Irvine,50270,41690624130993.0,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Sequoia Union High,94002-3585,37.507579,-122.28908,N,191.0,60.0,14.0,0.3141361256544502,0.2333333333333333,3.991728814,4.196875,4.094444444,,,29.0,4.0,4.0,,,19.0,,,95.0,9.0,14.0,,,66.0,,,7.0,,,,,5.0,High Schools (Public),uc_directory_atp,548.0,531.0,96.9,419.0,78.9,537.0,88.5,121.0,92.0,138.0,30.0,94.0,2184.0,271.0,0.124084249084249,2685.2,2676.5,85.21,68.48,0.22218268580870906,0.09195343984574114,521.5,367.0,285.0,191.0,84.0
2018,Irvine,52448,49708624930012.0,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Petaluma Joint Union High,94954-5706,38.237149,-122.60173,N,35.0,5.0,,0.1428571428571428,,3.99675,4.106666667,,,,,,3.0,,,,,,12.0,,12.0,,,11.0,,,,,,,,,High Schools (Public),uc_directory_atp,355.0,320.0,90.1,144.0,45.0,326.0,77.6,13.0,43.0,164.0,7.0,26.0,1706.0,599.0,0.3511137162954279,2628.9,2604.3,71.07,43.94,0.22269182918998875,-0.07983468633284596,352.5,153.5,79.0,43.5,23.0
2018,Irvine,50500,1611500132225.0,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Castro Valley Unified,94546-3400,37.705184,-122.07847,N,201.0,48.0,12.0,0.2388059701492537,0.25,3.922961373,4.208032787,4.201,,,36.0,,,,,5.0,13.0,,141.0,,12.0,,,28.0,,,8.0,,,,,,High Schools (Public),uc_directory_atp,707.0,684.0,96.7,260.0,38.0,689.0,83.6,99.0,127.0,266.0,28.0,56.0,2934.0,698.0,0.2379004771642808,2632.6,2640.4,70.42,57.06,0.2117298753123661,0.02707609483688761,492.5,263.5,141.5,82.5,39.0
2018,Irvine,54364,43694840118380.0,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,Gilroy Unified,95020-9324,37.038444,-121.60013,N,49.0,12.0,6.0,0.2448979591836734,0.5,3.956578947,4.274285714,,,,5.0,,4.0,,,3.0,,,14.0,,21.0,,,10.0,,,3.0,,,,,,High Schools (Public),name_city,415.0,401.0,96.6,217.0,54.1,402.0,76.9,20.0,73.0,176.0,14.0,26.0,1678.0,684.0,0.4076281287246722,2618.8,2581.4,66.67,32.35,0.21997139677484837,0.024926562408825043,492.5,263.5,141.5,82.5,39.0
2018,Irvine,54047,38684780107300.0,CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,San Francisco Unified,94112-3248,37.721751,-122.44486,Y,9.0,,,,,3.925384615,,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,66.0,60.0,90.9,60.0,100.0,62.0,79.0,5.0,25.0,19.0,0.0,0.0,288.0,190.0,0.6597222222222222,2606.9,2544.6,63.77,28.99,0.23257725334533916,,71.0,45.0,26.0,14.0,8.0
2018,Irvine,50658,7100740731380.0,CLAYTON VALLEY CHARTER HIGH SCHOOL,Concord,Contra Costa,Contra Costa County Office of Education,94521-3799,37.950133,-121.96702,Y,65.0,13.0,,0.2,,3.999765625,4.249210526,4.196,,,,,,,,11.0,,,11.0,,10.0,,,37.0,,,,,,,,,High Schools (Public),name_city,449.0,437.0,97.3,289.0,66.1,440.0,83.0,40.0,58.0,189.0,21.0,57.0,2187.0,483.0,0.2208504801097393,2649.9,2631.1,77.38,54.97,0.22313545759442063,-0.023135457594420622,521.5,367.0,285.0,191.0,84.0
2018,Irvine,50610,49706564930855.0,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,Cloverdale Unified,95425-3324,38.810837,-123.02119,N,6.0,3.0,,0.5,,4.027142857,,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,90.0,81.0,90.0,27.0,33.3,83.0,65.1,5.0,10.0,36.0,1.0,2.0,398.0,207.0,0.5201005025125628,2598.7,2528.9,55.67,18.56,0.23160364984961848,0.26839635015038155,90.0,40.0,23.0,16.0,11.0
2018,Irvine,54412,1612590112797.0,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,Oakland Unified,94621-3506,37.761975,-122.19337,N,22.0,3.0,,0.1363636363636363,,3.81,4.254,,,,,,3.0,,,,,,,,20.0,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,65.0,63.0,96.9,49.0,77.8,66.0,72.7,14.0,20.0,9.0,0.0,5.0,475.0,449.0,0.9452631578947368,2562.2,2531.2,42.42,22.73,0.22269817934789893,-0.08633454298426263,71.0,45.0,26.0,14.0,8.0
2018,Irvine,50659,7617540731646.0,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Mt. Diablo Unified,94523-1809,37.965869,-122.07185,N,54.0,11.0,4.0,0.2037037037037037,0.3636363636363636,4.010697674,4.255714286,,,,4.0,,,,,4.0,,,18.0,,7.0,,,25.0,,,,,,,,,High Schools (Public),uc_directory_atp,467.0,454.0,97.2,239.0,52.6,459.0,80.2,38.0,63.0,179.0,21.0,67.0,2022.0,451.0,0.2230464886251236,2647.7,2622.3,77.73,47.52,0.2224586182510842,-0.018754914547380513,521.5,367.0,285.0,191.0,84.0
2018,Irvine,50657,7617540731836.0,CONCORD HIGH SCHOOL,Concord,Contra Costa,Mt. Diablo Unified,94521-1059,37.976475,-121.9886,N,34.0,8.0,3.0,0.2352941176470588,0.375,3.86875,,,,,6.0,,,,,,,,13.0,,15.0,,,5.0,,,,,,,,,High Schools (Public),uc_directory_atp,385.0,360.0,93.5,141.0,39.2,362.0,69.1,23.0,30.0,176.0,8.0,13.0,1482.0,732.0,0.4939271255060729,2580.5,2559.1,51.67,27.4,0.2119960076861282,0.023298109960930596,294.0,133.0,62.0,35.0,23.0
2018,Irvine,50718,43694684331799.0,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Fremont Union High,95014-3411,37.319663,-122.01041,N,315.0,109.0,22.0,0.346031746031746,0.2018348623853211,4.038870432,4.233977273,4.169166667,3.0,,79.0,11.0,,7.0,,7.0,6.0,,236.0,23.0,,18.0,,28.0,,,15.0,3.0,,,,,High Schools (Public),uc_directory_atp,564.0,546.0,96.8,470.0,86.1,553.0,89.5,131.0,66.0,130.0,35.0,133.0,2295.0,249.0,0.1084967320261438,2706.2,2738.8,90.28,84.3,0.22665761313997743,0.1193741328917686,521.5,367.0,285.0,191.0,84.0
2018,Irvine,52625,7617960732164.0,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,West Contra Costa Unified,94803-2599,37.967737,-122.28509,N,47.0,15.0,3.0,0.3191489361702128,0.2,3.7184,,,,,10.0,,3.0,,,,6.0,,22.0,,14.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,346.0,308.0,89.0,156.0,50.6,312.0,67.9,32.0,32.0,140.0,1.0,7.0,1382.0,971.0,0.7026049204052098,2538.1,2498.2,34.85,10.78,0.20259718845737348,0.1165517477128393,318.0,92.5,53.5,30.5,16.0
2018,Irvine,50109,7616480730465.0,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Antioch Unified,94531-8486,37.96573,-121.77968,N,37.0,10.0,3.0,0.2702702702702703,0.3,3.628333333,,,3.0,,5.0,,,,,,7.0,,20.0,,6.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,585.0,551.0,94.2,173.0,31.4,555.0,73.9,34.0,40.0,294.0,11.0,31.0,2135.0,1163.0,0.5447306791569086,2596.8,2564.0,58.08,30.29,0.18940728583229596,0.08086298443797432,475.0,227.0,137.0,94.0,47.0
